,DRUG_1_CONCEPT_NAME,DRUG_2_CONCEPT_NAME,EVENT_CONCEPT_NAME,MDR_CODE,EVENT_SOURCE,BNF_SEV_LEVEL,ANSM_SEV_LEVEL,MICROMEDEX_SEV_LEVEL,BNF_EVID_LEVEL,MICROMEDEX_EVID_LEVEL
9639,phenobarbital,loxapine,respiratory depression,10038678,Micromedex,,Not recommended,Major,,Theoretical
9640,phenobarbital,loxapine,hypotension,10021097,Micromedex,,Not recommended,Major,,Theoretical
9641,phenobarbital,loxapine,sedation,10039897,Micromedex,,Not recommended,Major,,Theoretical
9642,phenobarbital,loxapine,syncope,10042772,Micromedex,,Not recommended,Major,,Theoretical
9643,doxepin,loxapine,cognitive disorder,10057668,Micromedex,,Not recommended,Major,,Theoretical
9644,doxepin,loxapine,respiratory depression,10038678,Micromedex,,Not recommended,Major,,Theoretical
9645,doxepin,loxapine,sedation,10039897,Micromedex,,Not recommended,Major,,Theoretical
9646,doxepin,loxapine,syncope,10042772,Micromedex,,Not recommended,Major,,Theoretical
9647,droperidol,loxapine,cognitive disorder,10057668,Micromedex,,Not recommended,Major,,Theoretical
9648,droperidol,loxapine,respiratory depression,10038678,Micromedex,,Not recommended,Major,,Theoretical
9649,droperidol,loxapine,sedation,10039897,Micromedex,,Not recommended,Major,,Theoretical
9650,droperidol,loxapine,syncope,10042772,Micromedex,,Not recommended,Major,,Theoretical
9651,zolpidem,loxapine,cognitive disorder,10057668,Micromedex,,Not recommended,Major,,Theoretical
9652,zolpidem,loxapine,respiratory depression,10038678,Micromedex,,Not recommended,Major,,Theoretical
9653,zolpidem,loxapine,hypotension,10021097,Micromedex,,Not recommended,Major,,Theoretical
9654,zolpidem,loxapine,sedation,10039897,Micromedex,,Not recommended,Major,,Theoretical
9655,zolpidem,loxapine,syncope,10042772,Micromedex,,Not recommended,Major,,Theoretical
9656,pimozide,loxapine,cognitive disorder,10057668,Micromedex,,Not recommended,Major,,Theoretical
9657,pimozide,loxapine,respiratory depression,10038678,Micromedex,,Not recommended,Major,,Theoretical
9658,pimozide,loxapine,sedation,10039897,Micromedex,,Not recommended,Major,,Theoretical
9659,pimozide,loxapine,syncope,10042772,Micromedex,,Not recommended,Major,,Theoretical
9660,primidone,loxapine,cognitive disorder,10057668,Micromedex,,Not recommended,Major,,Theoretical
9661,primidone,loxapine,respiratory depression,10038678,Micromedex,,Not recommended,Major,,Theoretical
9662,primidone,loxapine,hypotension,10021097,Micromedex,,Not recommended,Major,,Theoretical
9663,primidone,loxapine,sedation,10039897,Micromedex,,Not recommended,Major,,Theoretical
9664,primidone,loxapine,syncope,10042772,Micromedex,,Not recommended,Major,,Theoretical
9665,fluphenazine,loxapine,cognitive disorder,10057668,Micromedex,,Not recommended,Major,,Theoretical
9666,fluphenazine,loxapine,respiratory depression,10038678,Micromedex,,Not recommended,Major,,Theoretical
9667,fluphenazine,loxapine,sedation,10039897,Micromedex,,Not recommended,Major,,Theoretical
9668,fluphenazine,loxapine,syncope,10042772,Micromedex,,Not recommended,Major,,Theoretical
9669,flurazepam,loxapine,cognitive disorder,10057668,Micromedex,,Not recommended,Major,,Theoretical
9670,flurazepam,loxapine,respiratory depression,10038678,Micromedex,,Not recommended,Major,,Theoretical
9671,flurazepam,loxapine,hypotension,10021097,Micromedex,,Not recommended,Major,,Theoretical
9672,flurazepam,loxapine,sedation,10039897,Micromedex,,Not recommended,Major,,Theoretical
9673,flurazepam,loxapine,syncope,10042772,Micromedex,,Not recommended,Major,,Theoretical
9674,aripiprazole,loxapine,cognitive disorder,10057668,Micromedex,,Not recommended,Major,,Theoretical
9675,aripiprazole,loxapine,respiratory depression,10038678,Micromedex,,Not recommended,Major,,Theoretical
9676,aripiprazole,loxapine,sedation,10039897,Micromedex,,Not recommended,Major,,Theoretical
9677,aripiprazole,loxapine,syncope,10042772,Micromedex,,Not recommended,Major,,Theoretical
9678,haloperidol,loxapine,cognitive disorder,10057668,Micromedex,,Not recommended,Major,,Theoretical
9679,haloperidol,loxapine,respiratory depression,10038678,Micromedex,,Not recommended,Major,,Theoretical
9680,haloperidol,loxapine,sedation,10039897,Micromedex,,Not recommended,Major,,Theoretical
9681,haloperidol,loxapine,syncope,10042772,Micromedex,,Not recommended,Major,,Theoretical
9682,quetiapine,loxapine,cognitive disorder,10057668,Micromedex,,Not recommended,Major,,Theoretical
9683,quetiapine,loxapine,respiratory depression,10038678,Micromedex,,Not recommended,Major,,Theoretical
9684,quetiapine,loxapine,sedation,10039897,Micromedex,,Not recommended,Major,,Theoretical
9685,quetiapine,loxapine,syncope,10042772,Micromedex,,Not recommended,Major,,Theoretical
9686,hydroxyzine,loxapine,cognitive disorder,10057668,Micromedex,,Not recommended,Major,,Theoretical
9687,hydroxyzine,loxapine,respiratory depression,10038678,Micromedex,,Not recommended,Major,,Theoretical
9688,hydroxyzine,loxapine,hypotension,10021097,Micromedex,,Not recommended,Major,,Theoretical
9689,hydroxyzine,loxapine,sedation,10039897,Micromedex,,Not recommended,Major,,Theoretical
9690,hydroxyzine,loxapine,syncope,10042772,Micromedex,,Not recommended,Major,,Theoretical
9691,imipramine,loxapine,cognitive disorder,10057668,Micromedex,,Take into consideration,Major,,Theoretical
9692,imipramine,loxapine,respiratory depression,10038678,Micromedex,,Take into consideration,Major,,Theoretical
9693,imipramine,loxapine,sedation,10039897,Micromedex,,Take into consideration,Major,,Theoretical
9694,imipramine,loxapine,syncope,10042772,Micromedex,,Take into consideration,Major,,Theoretical
9695,alprazolam,loxapine,cognitive disorder,10057668,Micromedex,,Not recommended,Major,,Theoretical
9696,alprazolam,loxapine,respiratory depression,10038678,Micromedex,,Not recommended,Major,,Theoretical
9697,alprazolam,loxapine,hypotension,10021097,Micromedex,,Not recommended,Major,,Theoretical
9698,alprazolam,loxapine,sedation,10039897,Micromedex,,Not recommended,Major,,Theoretical
9699,alprazolam,loxapine,syncope,10042772,Micromedex,,Not recommended,Major,,Theoretical
9700,olanzapine,loxapine,cognitive disorder,10057668,Micromedex,,Not recommended,Major,,Theoretical
9701,olanzapine,loxapine,respiratory depression,10038678,Micromedex,,Not recommended,Major,,Theoretical
9702,olanzapine,loxapine,sedation,10039897,Micromedex,,Not recommended,Major,,Theoretical
9703,olanzapine,loxapine,syncope,10042772,Micromedex,,Not recommended,Major,,Theoretical
9704,lorazepam,loxapine,cognitive disorder,10057668,Micromedex,,Not recommended,Major,,Theoretical
9705,lorazepam,loxapine,respiratory depression,10038678,Micromedex,,Not recommended,Major,,Theoretical
9706,lorazepam,loxapine,hypotension,10021097,Micromedex,,Not recommended,Major,,Theoretical
9707,lorazepam,loxapine,sedation,10039897,Micromedex,,Not recommended,Major,,Theoretical
9708,lorazepam,loxapine,syncope,10042772,Micromedex,,Not recommended,Major,,Theoretical
9709,loxapine,morphine,cognitive disorder,10057668,Micromedex,,Not recommended,Major,,Theoretical
9710,loxapine,morphine,hypotension,10021097,Micromedex,,Not recommended,Major,,Theoretical
9711,loxapine,morphine,sedation,10039897,Micromedex,,Not recommended,Major,,Theoretical
9712,loxapine,morphine,syncope,10042772,Micromedex,,Not recommended,Major,,Theoretical
9713,loxapine,oxycodone,cognitive disorder,10057668,Micromedex,,Not recommended,Major,,Theoretical
9714,loxapine,oxycodone,hypotension,10021097,Micromedex,,Not recommended,Major,,Theoretical
9715,loxapine,oxycodone,sedation,10039897,Micromedex,,Not recommended,Major,,Theoretical
9716,loxapine,oxycodone,syncope,10042772,Micromedex,,Not recommended,Major,,Theoretical
9717,loxapine,hydromorphone,cognitive disorder,10057668,Micromedex,,Not recommended,Major,,Theoretical
9718,loxapine,hydromorphone,hypotension,10021097,Micromedex,,Not recommended,Major,,Theoretical
9719,loxapine,hydromorphone,sedation,10039897,Micromedex,,Not recommended,Major,,Theoretical
9720,loxapine,hydromorphone,syncope,10042772,Micromedex,,Not recommended,Major,,Theoretical
9721,loxapine,promethazine,cognitive disorder,10057668,Micromedex,,Not recommended,Major,,Theoretical
9722,loxapine,promethazine,respiratory depression,10038678,Micromedex,,Not recommended,Major,,Theoretical
9723,loxapine,promethazine,hypotension,10021097,Micromedex,,Not recommended,Major,,Theoretical
9724,loxapine,promethazine,sedation,10039897,Micromedex,,Not recommended,Major,,Theoretical
9725,loxapine,promethazine,syncope,10042772,Micromedex,,Not recommended,Major,,Theoretical
9726,loxapine,dihydrocodeine,cognitive disorder,10057668,Micromedex,,Not recommended,Major,,Theoretical
9727,loxapine,dihydrocodeine,hypotension,10021097,Micromedex,,Not recommended,Major,,Theoretical
9728,loxapine,dihydrocodeine,sedation,10039897,Micromedex,,Not recommended,Major,,Theoretical
9729,loxapine,dihydrocodeine,syncope,10042772,Micromedex,,Not recommended,Major,,Theoretical
9730,loxapine,codeine,cognitive disorder,10057668,Micromedex,,Not recommended,Major,,Theoretical
9731,loxapine,codeine,hypotension,10021097,Micromedex,,Not recommended,Major,,Theoretical
9732,loxapine,codeine,sedation,10039897,Micromedex,,Not recommended,Major,,Theoretical
9733,loxapine,codeine,syncope,10042772,Micromedex,,Not recommended,Major,,Theoretical
9734,loxapine,methotrimeprazine,cognitive disorder,10057668,Micromedex,,Not recommended,Major,,Theoretical
9735,loxapine,methotrimeprazine,respiratory depression,10038678,Micromedex,,Not recommended,Major,,Theoretical
9736,loxapine,methotrimeprazine,sedation,10039897,Micromedex,,Not recommended,Major,,Theoretical
9737,loxapine,methotrimeprazine,syncope,10042772,Micromedex,,Not recommended,Major,,Theoretical
9738,loxapine,trimeprazine,cognitive disorder,10057668,Micromedex,,Not recommended,Major,,Theoretical
9739,loxapine,trimeprazine,respiratory depression,10038678,Micromedex,,Not recommended,Major,,Theoretical
9740,loxapine,trimeprazine,hypotension,10021097,Micromedex,,Not recommended,Major,,Theoretical
9741,loxapine,trimeprazine,sedation,10039897,Micromedex,,Not recommended,Major,,Theoretical
9742,loxapine,trimeprazine,syncope,10042772,Micromedex,,Not recommended,Major,,Theoretical
9743,loxapine,nitrazepam,cognitive disorder,10057668,Micromedex,,Not recommended,Major,,Theoretical
9744,loxapine,nitrazepam,respiratory depression,10038678,Micromedex,,Not recommended,Major,,Theoretical
9745,loxapine,nitrazepam,hypotension,10021097,Micromedex,,Not recommended,Major,,Theoretical
9746,loxapine,nitrazepam,sedation,10039897,Micromedex,,Not recommended,Major,,Theoretical
9747,loxapine,nitrazepam,syncope,10042772,Micromedex,,Not recommended,Major,,Theoretical
9748,loxapine,zopiclone,cognitive disorder,10057668,Micromedex,,Not recommended,Major,,Theoretical
9749,loxapine,zopiclone,respiratory depression,10038678,Micromedex,,Not recommended,Major,,Theoretical
9750,loxapine,zopiclone,hypotension,10021097,Micromedex,,Not recommended,Major,,Theoretical
9751,loxapine,zopiclone,sedation,10039897,Micromedex,,Not recommended,Major,,Theoretical
9752,loxapine,zopiclone,syncope,10042772,Micromedex,,Not recommended,Major,,Theoretical
9753,loxapine,clobazam,cognitive disorder,10057668,Micromedex,,Not recommended,Major,,Theoretical
9754,loxapine,clobazam,respiratory depression,10038678,Micromedex,,Not recommended,Major,,Theoretical
9755,loxapine,clobazam,hypotension,10021097,Micromedex,,Not recommended,Major,,Theoretical
9756,loxapine,clobazam,sedation,10039897,Micromedex,,Not recommended,Major,,Theoretical
9757,loxapine,clobazam,syncope,10042772,Micromedex,,Not recommended,Major,,Theoretical
9758,loxapine,amisulpride,cognitive disorder,10057668,Micromedex,,Not recommended,Major,,Theoretical
9759,loxapine,amisulpride,respiratory depression,10038678,Micromedex,,Not recommended,Major,,Theoretical
9760,loxapine,amisulpride,hypotension,10021097,Micromedex,,Not recommended,Major,,Theoretical
9761,loxapine,amisulpride,sedation,10039897,Micromedex,,Not recommended,Major,,Theoretical
9762,loxapine,amisulpride,syncope,10042772,Micromedex,,Not recommended,Major,,Theoretical
9763,loxapine,dexmedetomidine,cognitive disorder,10057668,Micromedex,,Not recommended,Major,,Theoretical
9764,loxapine,dexmedetomidine,respiratory depression,10038678,Micromedex,,Not recommended,Major,,Theoretical
9765,loxapine,dexmedetomidine,hypotension,10021097,Micromedex,,Not recommended,Major,,Theoretical
9766,loxapine,dexmedetomidine,sedation,10039897,Micromedex,,Not recommended,Major,,Theoretical
9767,loxapine,dexmedetomidine,syncope,10042772,Micromedex,,Not recommended,Major,,Theoretical
9768,loxapine,sulpiride,cognitive disorder,10057668,Micromedex,,Not recommended,Major,,Theoretical
9769,loxapine,sulpiride,respiratory depression,10038678,Micromedex,,Not recommended,Major,,Theoretical
9770,loxapine,sulpiride,sedation,10039897,Micromedex,,Not recommended,Major,,Theoretical
9771,loxapine,sulpiride,syncope,10042772,Micromedex,,Not recommended,Major,,Theoretical
9772,loxapine,perampanel,cognitive disorder,10057668,Micromedex,,Not recommended,Major,,Theoretical
9773,loxapine,perampanel,respiratory depression,10038678,Micromedex,,Not recommended,Major,,Theoretical
9774,loxapine,perampanel,hypotension,10021097,Micromedex,,Not recommended,Major,,Theoretical
9775,loxapine,perampanel,sedation,10039897,Micromedex,,Not recommended,Major,,Theoretical
9776,loxapine,perampanel,syncope,10042772,Micromedex,,Not recommended,Major,,Theoretical
9777,loxapine,chlorpromazine,cognitive disorder,10057668,Micromedex,,Not recommended,Major,,Theoretical
9778,loxapine,chlorpromazine,respiratory depression,10038678,Micromedex,,Not recommended,Major,,Theoretical
9779,loxapine,chlorpromazine,sedation,10039897,Micromedex,,Not recommended,Major,,Theoretical
9780,loxapine,chlorpromazine,syncope,10042772,Micromedex,,Not recommended,Major,,Theoretical
9781,loxapine,clomipramine,cognitive disorder,10057668,Micromedex,,Take into consideration,Major,,Theoretical
9782,loxapine,clomipramine,respiratory depression,10038678,Micromedex,,Take into consideration,Major,,Theoretical
9783,loxapine,clomipramine,sedation,10039897,Micromedex,,Take into consideration,Major,,Theoretical
9784,loxapine,clomipramine,syncope,10042772,Micromedex,,Take into consideration,Major,,Theoretical
9785,loxapine,clonazepam,cognitive disorder,10057668,Micromedex,,Not recommended,Major,,Theoretical
9786,loxapine,clonazepam,respiratory depression,10038678,Micromedex,,Not recommended,Major,,Theoretical
9787,loxapine,clonazepam,hypotension,10021097,Micromedex,,Not recommended,Major,,Theoretical
9788,loxapine,clonazepam,sedation,10039897,Micromedex,,Not recommended,Major,,Theoretical
9789,loxapine,clonazepam,syncope,10042772,Micromedex,,Not recommended,Major,,Theoretical
9790,loxapine,clozapine,cognitive disorder,10057668,Micromedex,,Not recommended,Major,,Theoretical
9791,loxapine,clozapine,respiratory depression,10038678,Micromedex,,Not recommended,Major,,Theoretical
9792,loxapine,clozapine,sedation,10039897,Micromedex,,Not recommended,Major,,Theoretical
9793,loxapine,clozapine,syncope,10042772,Micromedex,,Not recommended,Major,,Theoretical
9794,loxapine,chlordiazepoxide,cognitive disorder,10057668,Micromedex,,Not recommended,Major,,Theoretical
9795,loxapine,chlordiazepoxide,respiratory depression,10038678,Micromedex,,Not recommended,Major,,Theoretical
9796,loxapine,chlordiazepoxide,hypotension,10021097,Micromedex,,Not recommended,Major,,Theoretical
9797,loxapine,chlordiazepoxide,sedation,10039897,Micromedex,,Not recommended,Major,,Theoretical
9798,loxapine,chlordiazepoxide,syncope,10042772,Micromedex,,Not recommended,Major,,Theoretical
9799,methylphenidate,linezolid,musculoskeletal stiffness,10052904,Micromedex,Severe,Contraindicated,Contraindicated,Theoretical,Theoretical
9800,methylphenidate,linezolid,hypertensive crisis,10020802,Micromedex,Severe,Contraindicated,Contraindicated,Theoretical,Theoretical
