,source,target,rel,SOURCE
70859,rocuronium,injection site swelling,Adverse event,SIDER
70862,rocuronium,myopathy,Adverse event,SIDER
70863,rocuronium,myopathy,Adverse event,BNF
70865,rocuronium,paralysis,Adverse event,SIDER
70866,rocuronium,paralysis,Adverse event,BNF
70867,rocuronium,procedural complication,Adverse event,BNF
70871,rocuronium,rhonchi,Adverse event,SIDER
70874,rocuronium,skin reaction,Adverse event,BNF
70877,rocuronium,vascular resistance pulmonary increased,Adverse event,SIDER
70880,rocuronium,wheezing,Adverse event,SIDER
70881,ropinirole,abdominal adhesions,Adverse event,SIDER
70886,ropinirole,abdominal pain lower,Adverse event,SIDER
70887,ropinirole,abdominal pain upper,Adverse event,SIDER
70889,ropinirole,abnormal dreams,Adverse event,SIDER
70892,ropinirole,acidosis,Adverse event,SIDER
70904,ropinirole,alopecia,Adverse event,SIDER
70907,ropinirole,amylase increased,Adverse event,SIDER
70909,ropinirole,anaemia vitamin b12 deficiency,Adverse event,SIDER
70910,ropinirole,anaplastic thyroid cancer,Adverse event,SIDER
70911,ropinirole,aneurysm,Adverse event,SIDER
70918,ropinirole,anorectal disorder,Adverse event,SIDER
70920,ropinirole,apathy,Adverse event,SIDER
70921,ropinirole,aphasia,Adverse event,SIDER
70922,ropinirole,appendicitis,Adverse event,SIDER
70930,ropinirole,aspartate aminotransferase increased,Adverse event,SIDER
70940,ropinirole,balance disorder,Adverse event,SIDER
70941,ropinirole,balanoposthitis,Adverse event,SIDER
70943,ropinirole,benign intracranial hypertension,Adverse event,SIDER
70948,ropinirole,blepharospasm,Adverse event,SIDER
70949,ropinirole,blindness,Adverse event,SIDER
70950,ropinirole,blindness transient,Adverse event,SIDER
70951,ropinirole,blood alkaline phosphatase increased,Adverse event,SIDER
70952,ropinirole,blood and lymphatic system disorders,Adverse event,SIDER
70955,ropinirole,blood electrolytes abnormal,Adverse event,SIDER
70956,ropinirole,blood iron decreased,Adverse event,SIDER
70957,ropinirole,blood lactate dehydrogenase increased,Adverse event,SIDER
70958,ropinirole,blood phosphorus increased,Adverse event,SIDER
70960,ropinirole,blood urea increased,Adverse event,SIDER
70962,ropinirole,blood urine present,Adverse event,SIDER
70969,ropinirole,brain neoplasm benign,Adverse event,SIDER
70971,ropinirole,breast cyst,Adverse event,SIDER
70973,ropinirole,breast enlargement,Adverse event,SIDER
70974,ropinirole,breast neoplasm,Adverse event,SIDER
70975,ropinirole,breath odour,Adverse event,SIDER
70977,ropinirole,bruxism,Adverse event,SIDER
70979,ropinirole,burning sensation,Adverse event,SIDER
70990,ropinirole,carpal tunnel syndrome,Adverse event,SIDER
70993,ropinirole,cerebral atrophy,Adverse event,SIDER
70998,ropinirole,cholecystitis,Adverse event,SIDER
70999,ropinirole,cholelithiasis,Adverse event,SIDER
71000,ropinirole,choreoathetosis,Adverse event,SIDER
71002,ropinirole,cold sweat,Adverse event,SIDER
71007,ropinirole,concussion,Adverse event,SIDER
71010,ropinirole,congenital eye disorder,Adverse event,SIDER
71011,ropinirole,conjunctival haemorrhage,Adverse event,SIDER
71030,ropinirole,dental caries,Adverse event,SIDER
71032,ropinirole,depressed level of consciousness,Adverse event,SIDER
71039,ropinirole,dermoid cyst,Adverse event,SIDER
71042,ropinirole,diplopia,Adverse event,SIDER
71046,ropinirole,disturbance in sexual arousal,Adverse event,SIDER
71047,ropinirole,diverticulitis,Adverse event,SIDER
71050,ropinirole,dizziness postural,Adverse event,SIDER
71051,ropinirole,dopamine dysregulation syndrome,Adverse event,BNF
71052,ropinirole,drug level increased,Adverse event,SIDER
71053,ropinirole,dry eye,Adverse event,SIDER
71056,ropinirole,dry throat,Adverse event,SIDER
71058,ropinirole,duodenitis,Adverse event,SIDER
71059,ropinirole,dupuytren's contracture,Adverse event,SIDER
71066,ropinirole,dysphonia,Adverse event,SIDER
71068,ropinirole,dysuria,Adverse event,SIDER
71069,ropinirole,ear and labyrinth disorders,Adverse event,SIDER
71070,ropinirole,ear disorder,Adverse event,SIDER
71073,ropinirole,eating disorder,Adverse event,BNF
71075,ropinirole,ejaculation disorder,Adverse event,SIDER
71076,ropinirole,ejaculation failure,Adverse event,SIDER
71077,ropinirole,electrocardiogram abnormal,Adverse event,SIDER
71082,ropinirole,enzyme abnormality,Adverse event,SIDER
71083,ropinirole,eosinophilia,Adverse event,SIDER
71085,ropinirole,epistaxis,Adverse event,SIDER
71087,ropinirole,eructation,Adverse event,SIDER
71089,ropinirole,exostosis,Adverse event,SIDER
71093,ropinirole,eye irritation,Adverse event,SIDER
71094,ropinirole,eye pain,Adverse event,SIDER
71095,ropinirole,face oedema,Adverse event,SIDER
71096,ropinirole,faecal incontinence,Adverse event,SIDER
71101,ropinirole,feeling hot,Adverse event,SIDER
71102,ropinirole,fibroadenoma of breast,Adverse event,SIDER
71103,ropinirole,flat affect,Adverse event,SIDER
71113,ropinirole,gait disturbance,Adverse event,SIDER
71114,ropinirole,gallbladder disorder,Adverse event,SIDER
71115,ropinirole,gambling disorder,Adverse event,BNF
71116,ropinirole,gamma-glutamyltransferase increased,Adverse event,SIDER
71118,ropinirole,gastric disorder,Adverse event,SIDER
71119,ropinirole,gastric haemorrhage,Adverse event,SIDER
71120,ropinirole,gastric polyps,Adverse event,SIDER
71123,ropinirole,gastritis haemorrhagic,Adverse event,SIDER
71131,ropinirole,generalised oedema,Adverse event,SIDER
71132,ropinirole,genital candidiasis,Adverse event,SIDER
71133,ropinirole,gingival bleeding,Adverse event,SIDER
71136,ropinirole,glossitis,Adverse event,SIDER
71137,ropinirole,glycosuria,Adverse event,SIDER
71138,ropinirole,goitre,Adverse event,SIDER
71142,ropinirole,groin pain,Adverse event,SIDER
71144,ropinirole,haematemesis,Adverse event,SIDER
71146,ropinirole,haematuria,Adverse event,SIDER
71148,ropinirole,haemoglobin decreased,Adverse event,SIDER
71149,ropinirole,haemoptysis,Adverse event,SIDER
71154,ropinirole,head discomfort,Adverse event,SIDER
71157,ropinirole,hemianopia,Adverse event,SIDER
71158,ropinirole,hemiparesis,Adverse event,SIDER
71159,ropinirole,hemiplegia,Adverse event,SIDER
71161,ropinirole,hepatobiliary disease,Adverse event,SIDER
71165,ropinirole,hiatus hernia,Adverse event,SIDER
71168,ropinirole,hunger,Adverse event,SIDER
71169,ropinirole,hydrocephalus,Adverse event,SIDER
71170,ropinirole,hyperacusis,Adverse event,SIDER
71171,ropinirole,hyperaesthesia,Adverse event,SIDER
71180,ropinirole,hyperphosphataemia,Adverse event,SIDER
71181,ropinirole,hyperpyrexia,Adverse event,SIDER
71182,ropinirole,hyperreflexia,Adverse event,SIDER
71184,ropinirole,hypersexuality,Adverse event,SIDER
71192,ropinirole,hypoacusis,Adverse event,SIDER
71194,ropinirole,hypochloraemia,Adverse event,SIDER
71195,ropinirole,hypochromic anaemia,Adverse event,SIDER
71200,ropinirole,hyponatraemia,Adverse event,SIDER
71206,ropinirole,ill-defined disorder,Adverse event,SIDER
71207,ropinirole,illusion,Adverse event,SIDER
71209,ropinirole,immune system disorder,Adverse event,SIDER
71210,ropinirole,inappropriate antidiuretic hormone secretion,Adverse event,SIDER
71211,ropinirole,increased appetite,Adverse event,SIDER
71212,ropinirole,infected cyst,Adverse event,SIDER
71214,ropinirole,infestation,Adverse event,SIDER
71216,ropinirole,influenza like illness,Adverse event,SIDER
71217,ropinirole,inner ear disorder,Adverse event,SIDER
71220,ropinirole,intervertebral disc degeneration,Adverse event,SIDER
71221,ropinirole,intervertebral disc protrusion,Adverse event,SIDER
71222,ropinirole,intestinal obstruction,Adverse event,SIDER
71225,ropinirole,ischaemic hepatitis,Adverse event,SIDER
71226,ropinirole,joint stiffness,Adverse event,SIDER
71229,ropinirole,lacrimal disorder,Adverse event,SIDER
71230,ropinirole,lacrimation disorder,Adverse event,SIDER
71231,ropinirole,lactase deficiency,Adverse event,SIDER
71232,ropinirole,lactose intolerance,Adverse event,SIDER
71233,ropinirole,laryngeal cancer,Adverse event,SIDER
71234,ropinirole,laryngeal pain,Adverse event,SIDER
71236,ropinirole,lethargy,Adverse event,SIDER
71239,ropinirole,libido decreased,Adverse event,SIDER
71240,ropinirole,libido increased,Adverse event,SIDER
71241,ropinirole,lipoma,Adverse event,SIDER
71243,ropinirole,localised infection,Adverse event,SIDER
71246,ropinirole,lower limb fracture,Adverse event,SIDER
71248,ropinirole,lymphadenopathy,Adverse event,SIDER
71249,ropinirole,lymphocytosis,Adverse event,SIDER
71250,ropinirole,lymphoedema,Adverse event,SIDER
71252,ropinirole,lymphopenia,Adverse event,SIDER
71253,ropinirole,macular degeneration,Adverse event,SIDER
71259,ropinirole,mastitis,Adverse event,SIDER
71261,ropinirole,melaena,Adverse event,SIDER
71262,ropinirole,melanocytic naevus,Adverse event,SIDER
71266,ropinirole,menstrual disorder,Adverse event,SIDER
71270,ropinirole,metrorrhagia,Adverse event,SIDER
71271,ropinirole,micturition disorder,Adverse event,SIDER
71272,ropinirole,middle ear effusion,Adverse event,SIDER
71276,ropinirole,monarthritis,Adverse event,SIDER
71278,ropinirole,mouth ulceration,Adverse event,SIDER
71280,ropinirole,muscle atrophy,Adverse event,SIDER
71281,ropinirole,muscle contractions involuntary,Adverse event,SIDER
71282,ropinirole,muscle contracture,Adverse event,SIDER
71283,ropinirole,muscle relaxant therapy,Adverse event,SIDER
71286,ropinirole,muscle tightness,Adverse event,SIDER
71295,ropinirole,nail disorder,Adverse event,SIDER
71297,ropinirole,nasal mucosal disorder,Adverse event,SIDER
71303,ropinirole,necrosis,Adverse event,SIDER
71312,ropinirole,neuroma,Adverse event,SIDER
71315,ropinirole,night sweats,Adverse event,SIDER
71316,ropinirole,nightmare,Adverse event,SIDER
71324,ropinirole,oesophageal stenosis,Adverse event,SIDER
71325,ropinirole,oesophageal ulcer,Adverse event,SIDER
71330,ropinirole,osteonecrosis,Adverse event,SIDER
71335,ropinirole,pain in extremity,Adverse event,SIDER
71342,ropinirole,paralysis,Adverse event,SIDER
71343,ropinirole,paranoia,Adverse event,SIDER
71344,ropinirole,paresis,Adverse event,SIDER
71349,ropinirole,parosmia,Adverse event,SIDER
71350,ropinirole,pathological gambling,Adverse event,SIDER
71351,ropinirole,penis disorder,Adverse event,SIDER
71353,ropinirole,perineal pain,Adverse event,SIDER
71355,ropinirole,periorbital oedema,Adverse event,SIDER
71356,ropinirole,peripheral ischaemia,Adverse event,SIDER
71357,ropinirole,peritoneal adhesions,Adverse event,SIDER
71359,ropinirole,peyronie's disease,Adverse event,SIDER
71361,ropinirole,phlebitis,Adverse event,SIDER
71362,ropinirole,phlebitis superficial,Adverse event,SIDER
71364,ropinirole,photopsia,Adverse event,SIDER
71366,ropinirole,pleurisy,Adverse event,SIDER
71370,ropinirole,polycythaemia,Adverse event,SIDER
71373,ropinirole,post procedural haemorrhage,Adverse event,SIDER
71376,ropinirole,presyncope,Adverse event,SIDER
71377,ropinirole,procedural complication,Adverse event,SIDER
71378,ropinirole,proctalgia,Adverse event,SIDER
71380,ropinirole,prostatic disorder,Adverse event,SIDER
71384,ropinirole,prurigo,Adverse event,SIDER
71393,ropinirole,pyuria,Adverse event,SIDER
71394,ropinirole,radiculopathy,Adverse event,SIDER
71396,ropinirole,rash erythematous,Adverse event,SIDER
71397,ropinirole,rash maculo-papular,Adverse event,SIDER
71398,ropinirole,rectal cancer,Adverse event,SIDER
71399,ropinirole,rectal haemorrhage,Adverse event,SIDER
71400,ropinirole,rectal tenesmus,Adverse event,SIDER
71401,ropinirole,renal cyst,Adverse event,SIDER
71403,ropinirole,renal pain,Adverse event,SIDER
71405,ropinirole,respiratory tract congestion,Adverse event,SIDER
71412,ropinirole,road traffic accident,Adverse event,SIDER
71414,ropinirole,sacroiliitis,Adverse event,SIDER
71415,ropinirole,saliva altered,Adverse event,SIDER
71416,ropinirole,salivary duct obstruction,Adverse event,SIDER
71417,ropinirole,salivary hypersecretion,Adverse event,SIDER
71419,ropinirole,scotoma,Adverse event,SIDER
71423,ropinirole,sensory disturbance,Adverse event,SIDER
71427,ropinirole,sick sinus syndrome,Adverse event,SIDER
71432,ropinirole,skin discolouration,Adverse event,SIDER
71435,ropinirole,skin hypertrophy,Adverse event,SIDER
71436,ropinirole,skin lesion,Adverse event,SIDER
71437,ropinirole,skin odour abnormal,Adverse event,SIDER
71438,ropinirole,skin papilloma,Adverse event,SIDER
71440,ropinirole,sleep apnoea syndrome,Adverse event,SIDER
71447,ropinirole,speech disorder,Adverse event,SIDER
71448,ropinirole,spine malformation,Adverse event,SIDER
71451,ropinirole,stomatitis,Adverse event,SIDER
71455,ropinirole,sudden onset of sleep,Adverse event,SIDER
71468,ropinirole,testicular disorder,Adverse event,SIDER
71469,ropinirole,therapeutic response decreased,Adverse event,SIDER
71470,ropinirole,therapeutic response increased,Adverse event,SIDER
71471,ropinirole,thinking abnormal,Adverse event,SIDER
71472,ropinirole,thirst,Adverse event,SIDER
71476,ropinirole,tinnitus,Adverse event,SIDER
71477,ropinirole,tongue disorder,Adverse event,SIDER
71478,ropinirole,tongue oedema,Adverse event,SIDER
71480,ropinirole,tooth abscess,Adverse event,SIDER
71481,ropinirole,tooth disorder,Adverse event,SIDER
71484,ropinirole,torticollis,Adverse event,SIDER
71495,ropinirole,urine abnormality,Adverse event,SIDER
71496,ropinirole,urine analysis abnormal,Adverse event,SIDER
71499,ropinirole,uterine disorder,Adverse event,SIDER
71500,ropinirole,uterine haemorrhage,Adverse event,SIDER
71501,ropinirole,uterine leiomyoma,Adverse event,SIDER
71502,ropinirole,uterine neoplasm,Adverse event,SIDER
71503,ropinirole,vaginal haemorrhage,Adverse event,SIDER
71505,ropinirole,varicose vein,Adverse event,SIDER
71506,ropinirole,vascular purpura,Adverse event,SIDER
71508,ropinirole,vein disorder,Adverse event,SIDER
71510,ropinirole,vertigo,Adverse event,SIDER
71511,ropinirole,vertigo,Adverse event,BNF
71512,ropinirole,vestibular disorder,Adverse event,SIDER
71513,ropinirole,viral diarrhoea,Adverse event,SIDER
71515,ropinirole,viral upper respiratory tract infection,Adverse event,SIDER
71517,ropinirole,visual acuity reduced,Adverse event,SIDER
71518,ropinirole,visual impairment,Adverse event,SIDER
71519,ropinirole,vitamin b12 deficiency,Adverse event,SIDER
71520,ropinirole,vitreous detachment,Adverse event,SIDER
71521,ropinirole,vocal cord paralysis,Adverse event,SIDER
71529,ropinirole,wheezing,Adverse event,SIDER
71531,ropinirole,xerophthalmia,Adverse event,SIDER
71532,ropinirole,yawning,Adverse event,SIDER
71538,rosuvastatin,alopecia,Adverse event,BNF
71548,rosuvastatin,blood creatine phosphokinase increased,Adverse event,SIDER
71584,rosuvastatin,haematuria,Adverse event,SIDER
71585,rosuvastatin,haematuria,Adverse event,BNF
71591,rosuvastatin,hepatobiliary disease,Adverse event,SIDER
71599,rosuvastatin,immune-mediated necrotising myopathy,Adverse event,SIDER
71610,rosuvastatin,muscle swelling,Adverse event,SIDER
71617,rosuvastatin,myoglobin urine present,Adverse event,SIDER
71618,rosuvastatin,myoglobinuria,Adverse event,SIDER
71619,rosuvastatin,myopathy,Adverse event,SIDER
71620,rosuvastatin,myopathy,Adverse event,BNF
71629,rosuvastatin,nightmare,Adverse event,SIDER
71637,rosuvastatin,polyneuropathy,Adverse event,BNF
71644,rosuvastatin,rhabdomyolysis,Adverse event,SIDER
71648,rosuvastatin,skin reaction,Adverse event,BNF
71652,rosuvastatin,tendon disorder,Adverse event,BNF
71660,rosuvastatin,urine analysis abnormal,Adverse event,SIDER
71665,rotigotine,abnormal dreams,Adverse event,SIDER
71672,rotigotine,application and instillation site reactions,Adverse event,SIDER
71677,rotigotine,asthenic conditions,Adverse event,SIDER
71678,rotigotine,balance disorder,Adverse event,SIDER
71682,rotigotine,compulsive shopping,Adverse event,SIDER
71698,rotigotine,disturbance in sexual arousal,Adverse event,SIDER
71701,rotigotine,dizziness postural,Adverse event,SIDER
71702,rotigotine,dopamine dysregulation syndrome,Adverse event,BNF
71705,rotigotine,dysaesthesia,Adverse event,SIDER
71709,rotigotine,ear and labyrinth disorders,Adverse event,SIDER
71710,rotigotine,eating disorder,Adverse event,SIDER
71711,rotigotine,eating disorder,Adverse event,BNF
71713,rotigotine,electrocardiogram t wave abnormal,Adverse event,SIDER
71721,rotigotine,gambling disorder,Adverse event,BNF
71723,rotigotine,haematocrit decreased,Adverse event,SIDER
71724,rotigotine,haemoglobin decreased,Adverse event,SIDER
71734,rotigotine,hyperpyrexia,Adverse event,SIDER
71736,rotigotine,hypersexuality,Adverse event,SIDER
71741,rotigotine,ill-defined disorder,Adverse event,SIDER
71742,rotigotine,immune system disorder,Adverse event,SIDER
71743,rotigotine,impulse-control disorder,Adverse event,SIDER
71745,rotigotine,infestation,Adverse event,SIDER
71750,rotigotine,laryngeal pain,Adverse event,SIDER
71751,rotigotine,lethargy,Adverse event,SIDER
71752,rotigotine,libido increased,Adverse event,SIDER
71753,rotigotine,lip oedema,Adverse event,SIDER
71754,rotigotine,lipoedema,Adverse event,SIDER
71773,rotigotine,nightmare,Adverse event,SIDER
71784,rotigotine,pathological gambling,Adverse event,SIDER
71785,rotigotine,prurigo,Adverse event,SIDER
71791,rotigotine,road traffic accident,Adverse event,SIDER
71793,rotigotine,serum ferritin decreased,Adverse event,SIDER
71794,rotigotine,sexual desire disorders,Adverse event,SIDER
71801,rotigotine,skin reaction,Adverse event,BNF
71802,rotigotine,sleep attacks,Adverse event,SIDER
71808,rotigotine,sudden onset of sleep,Adverse event,SIDER
71813,rotigotine,tinnitus,Adverse event,SIDER
71814,rotigotine,tongue disorder,Adverse event,SIDER
